COLOR ID,COLOR NAME,COLOR CODE,COLOR FAMILY,COLOR_TYPE,COLOUR VALUE,FINISH,RGB,PANTONE_CODE,H&M CODE
69-308,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
69-307,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
69-306,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
69-305,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
69-304,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-303,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-302,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
69-214,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-213,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
69-212,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-211,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-210,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
69-209,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-208,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
69-207,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
69-206,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
69-205,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
69-204,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-203,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-202,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-201,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-115,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-114,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-113,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
69-112,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
69-110,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
69-109,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
69-107,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
69-106,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-105,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-104,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-103,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-102,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
69-101,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
68-306,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
68-305,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
68-303,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
68-302,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
68-301,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
68-208,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
68-207,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
68-206,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
68-204,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
68-203,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
68-202,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
68-201,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
68-110,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
68-108,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
68-107,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
68-106,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
68-105,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
68-104,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
68-103,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
68-102,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
68-101,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
67-305,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
67-304,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
67-303,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
67-302,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
67-301,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
67-204,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
67-203,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
67-202,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
67-201,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
67-110,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
67-109,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
67-108,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
67-107,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
67-106,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
67-105,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
67-104,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
67-103,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
67-102,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
67-101,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
66-316,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
66-315,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
66-314,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
66-313,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-312,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
66-311,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
66-310,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
66-309,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
66-308,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
66-307,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
66-306,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-305,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
66-304,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
66-303,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
66-302,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-301,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-220,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
66-219,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-218,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-217,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-216,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
66-215,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-214,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
66-213,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-212,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
66-211,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
66-210,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-209,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-208,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-207,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-206,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-205,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-204,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
66-203,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
66-202,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
66-201,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
66-110,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
66-109,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-108,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
66-107,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-106,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-105,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
66-104,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
66-103,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
66-102,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
66-101,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
65-310,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-309,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-308,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-307,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-306,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-305,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-304,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-303,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-302,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-301,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-211,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-210,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-209,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
65-208,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-207,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
65-206,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
65-205,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-204,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
65-203,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
65-202,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
65-201,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
65-105,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
65-104,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
65-103,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
65-102,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
65-101,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
64-304,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
64-303,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
64-302,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
64-301,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
64-203,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
64-202,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
64-201,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
64-107,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
64-106,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
64-105,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
64-104,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
64-103,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
64-102,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
64-101,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
63-313,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-312,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-311,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-310,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-309,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-308,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-307,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-306,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-305,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-304,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-303,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-302,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-301,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-220,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-219,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-218,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-217,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-216,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-215,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-214,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
63-213,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-212,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-211,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-210,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
63-209,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-208,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
63-207,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
63-206,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-205,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-204,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-203,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
63-202,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
63-201,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-119,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-118,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
63-117,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
63-115,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-113,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
63-110,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-109,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-108,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-107,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-106,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
63-105,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
63-104,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
63-102,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
63-101,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
62-301,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
62-210,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
62-209,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
62-206,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
62-205,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
62-204,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
62-203,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
62-117,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
62-116,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
62-115,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
62-114,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
62-113,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
62-112,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
62-111,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
62-110,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
62-109,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
62-108,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
62-107,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
62-106,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
62-105,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
62-104,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
62-103,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
62-102,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
62-101,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
61-205,LILAC PURPLE,LIGHT,LILAC PURPLE LIGHT,,,,,,
61-103,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
61-101,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
60-318,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
60-311,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
60-304,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
60-105,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
60-104,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
60-103,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
60-102,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
60-101,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
59-311,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
59-310,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
59-304,LILAC PURPLE,BRIGHT,LILAC PURPLE BRIGHT,,,,,,
59-209,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
59-206,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
59-201,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
59-107,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
59-103,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
59-101,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
58-108,LILAC PURPLE,MEDIUM DUSTY,LILAC PURPLE MEDIUM DUSTY,,,,,,
57-305,LILAC PURPLE,MEDIUM,LILAC PURPLE MEDIUM,,,,,,
53-109,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
49-110,LILAC PURPLE,DARK,LILAC PURPLE DARK,,,,,,
06-320,LILAC PURPLE,DUSTY LIGHT,LILAC PURPLE DUSTY LIGHT,,,,,,
05-103,METAL,MEDIUM,METAL MEDIUM,,,,,,
05-102,METAL,BRIGHT,METAL BRIGHT,,,,,,
05-101,METAL,BRIGHT,METAL BRIGHT,,,,,,
04-103,METAL,DARK,METAL DARK,,,,,,
04-102,METAL,MEDIUM DUSTY,METAL MEDIUM DUSTY,,,,,,
04-101,METAL,MEDIUM DUSTY,METAL MEDIUM DUSTY,,,,,,
03-103,METAL,DUSTY LIGHT,METAL DUSTY LIGHT,,,,,,
03-102,METAL,LIGHT,METAL LIGHT,,,,,,
03-101,METAL,LIGHT,METAL LIGHT,,,,,,
94-127,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
63-116,MOLE,DARK,MOLE DARK,,,,,,
59-104,MOLE,DARK,MOLE DARK,,,,,,
56-105,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
52-112,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
52-111,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
19-315,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
19-314,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
19-115,MOLE,DARK,MOLE DARK,,,,,,
19-103,MOLE,DARK,MOLE DARK,,,,,,
19-102,MOLE,DARK,MOLE DARK,,,,,,
18-346,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
18-208,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
18-206,MOLE,DARK,MOLE DARK,,,,,,
18-204,MOLE,DARK,MOLE DARK,,,,,,
18-202,MOLE,DARK,MOLE DARK,,,,,,
16-250,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-251,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-249,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-248,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-247,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-246,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-245,MOLE,DARK,MOLE DARK,,,,,,
16-244,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-243,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-242,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-241,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-240,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-238,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-236,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-235,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-234,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-233,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-232,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-231,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-230,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-229,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-228,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-227,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-226,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-225,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-224,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-223,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-222,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-221,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-220,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-219,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-218,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-216,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-215,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-214,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-213,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-212,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-211,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
16-210,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-209,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-208,MOLE,DUSTY LIGHT,MOLE DUSTY LIGHT,,,,,,
16-207,MOLE,MEDIUM DUSTY,MOLE MEDIUM DUSTY,,,,,,
